,logFC,AveExpr,t,P.Value,adj.P.Val,B,g
MYL9,-3.82492449993339,1.48340685847103,-10.162421261389,1.73387588491755e-10,1.00021824403362e-07,14.051972481912,DOWN
TNFSF13,-4.47312892460442,1.61585723662886,-10.0662132687355,2.1113767621245e-10,1.18675615391105e-07,13.8633337741373,DOWN
KIAA1217,-2.37234354467805,0.908582100646269,-10.0174346013448,2.33416441520562e-10,1.25581707559899e-07,13.7672036190349,DOWN
IRF6,-4.29557908599176,1.54962794058482,-10.0143956848604,2.34882077001772e-10,1.25581707559899e-07,13.7612038085161,DOWN
C1QC,-6.01745601503737,2.1055807432702,-9.92069643558598,2.85046114946514e-10,1.48773711565298e-07,13.5755826156375,DOWN
CAPG,-7.6034503302344,3.34181981555683,-9.90563018268347,2.940878789646e-10,1.49923264994954e-07,13.5456220910086,DOWN
ASPN,-4.07585572863909,1.47348199034871,-9.88085959622226,3.09600475761613e-10,1.54244364299326e-07,13.4962950067517,DOWN
HLA-DRA,-8.94636143411845,3.86865983357743,-9.85701514649344,3.25329367304368e-10,1.58478779126201e-07,13.4487314489418,DOWN
FXYD3,-7.75308791301469,3.35293262015987,-9.56968435792003,5.94476329526391e-10,2.83293817816261e-07,12.869322681562,DOWN
IDH1,-5.1816028813091,2.80418297746582,-9.50159594913116,6.86829362956397e-10,3.20340137561004e-07,12.7303187103811,DOWN
CD52,-6.61266761861083,2.30398461112802,-9.47065101468892,7.33562541997853e-10,3.35008843398644e-07,12.6669273715576,DOWN
C1QA,-5.39145419487149,1.89691346988157,-9.37356132133977,9.02572216520822e-10,4.0378133792557e-07,12.467156728294,DOWN
ZNF706,-6.05217933839977,2.99534026765696,-9.3183886331065,1.01598626309354e-09,4.45428697465468e-07,12.3530379544084,DOWN
TMEM141,-6.22142286068184,2.76239612013331,-9.2679084917825,1.13258849857111e-09,4.86813185827005e-07,12.2482460459879,DOWN
B3GNT7,-3.8728178797129,1.52009016698277,-9.20863055785664,1.28725320311429e-09,5.41055205274612e-07,12.1247275598208,DOWN
SLC26A3,-5.51502225928101,2.21392562594476,-9.20118877004202,1.30814861911201e-09,5.41055205274612e-07,12.1091855912819,DOWN
MYO5B,-4.31767345312074,1.77153328153672,-9.09668612143866,1.64131267025146e-09,6.66281760084857e-07,11.8900999732806,DOWN
BICC1,-3.11847497784713,1.24202719832056,-9.03109187237934,1.89389927991241e-09,7.54839383908361e-07,11.7517872160776,DOWN
LCP1,-4.28201648694855,1.53046040173038,-9.01715229232044,1.9525377472672e-09,7.64313927818648e-07,11.7223147786701,DOWN
S100A14,-6.0174954219509,2.35007399970843,-8.87700076428713,2.65680829804413e-09,1.00775675818044e-06,11.4244465553192,DOWN
ELF3,-6.49775547296385,4.3099792034127,-8.87536988452378,2.66638802857833e-09,1.00775675818044e-06,11.4209638347698,DOWN
FAM84A,-3.46229139794553,1.27197839122663,-8.82625459369299,2.97214371539983e-09,1.10427732856406e-06,11.315900193544,DOWN
AHCY,-5.99875940647386,2.62005285738542,-8.74201812578266,3.58304211310696e-09,1.30003997444129e-06,11.1349027400796,DOWN
IL2RG,-6.19786012646874,2.2715153717715,-8.7376982096722,3.61764693403215e-09,1.30003997444129e-06,11.1255931801945,DOWN
BHLHE40,-4.4651681332167,2.18024014052423,-8.72226236114152,3.74412518360963e-09,1.32378980886946e-06,11.0923065571543,DOWN
YWHAZ,-3.73962438416711,6.38199114016785,-8.65826810024847,4.31886374470737e-09,1.50275892297984e-06,10.9539416986698,DOWN
FABP1,-7.91925724265139,2.73951448580821,-8.64793450624247,4.41983703315078e-09,1.51386324380779e-06,10.9315438996435,DOWN
ARRDC3,-3.78545966012257,1.62680263609519,-8.5859502460809,5.07854148242529e-09,1.71271858209607e-06,10.7968732601017,DOWN
RARRES2,-4.88407099757176,1.989961575554,-8.5739089660245,5.21777229110473e-09,1.7330119150501e-06,10.7706477788752,DOWN
EMILIN3,-3.3401471401611,1.2303979790182,-8.56496203807702,5.32375605358639e-09,1.74182173806966e-06,10.7511482302517,DOWN
MFAP4,-5.87440462375399,2.26212721905097,-8.54710716777606,5.54191586157038e-09,1.78653437649242e-06,10.7121998117472,DOWN
VSIG4,-4.5340567796007,1.65119148491028,-8.43244723637744,7.17967721061065e-09,2.28095223382313e-06,10.4609937726728,DOWN
PDIA6,-6.45947307795619,3.73902146936566,-8.35926902736046,8.47745901802032e-09,2.65477684477176e-06,10.299685787957,DOWN
KLF5,-3.84624138397326,1.91159852890465,-8.3177533348424,9.31840160513113e-09,2.87702368431098e-06,10.2078318786051,DOWN
SDC1,-3.83361845564267,1.57795122114505,-8.30675583371586,9.55518325623453e-09,2.89951862352106e-06,10.1834585751589,DOWN
COMT,-6.28868783959407,3.99910247056491,-8.29762878426906,9.75637422813647e-09,2.89951862352106e-06,10.1632175741024,DOWN
CLNS1A,-6.75333836649134,3.34275452063036,-8.29620832596701,9.78807436433366e-09,2.89951862352106e-06,10.1600663640392,DOWN
GUCA2A,-3.80660041278266,1.44691133499953,-8.20499270037946,1.20616932137018e-08,3.48252794712226e-06,9.95710740169196,DOWN
HIST1H1E,-4.18580028636657,1.94203357630474,-8.20455186276119,1.20739073938822e-08,3.48252794712226e-06,9.95612364172012,DOWN
SEC24C,-2.7519370690068,1.15035944652856,-8.18277549745058,1.26933173869719e-08,3.61363909662091e-06,9.90749376615632,DOWN
CEACAM6,-8.03337045231427,3.3029897151752,-8.16173431297128,1.33227794926438e-08,3.74421345202879e-06,9.86044164574119,DOWN
GOT1,-4.78025038760709,2.04071092880827,-8.10548112309711,1.51675574298819e-08,4.20870919519545e-06,9.73434017898561,DOWN
PLA2G2A,-6.27426650579448,2.2145608809396,-8.07959224201846,1.61026284340255e-08,4.41232147377842e-06,9.67615497659377,DOWN
EIF6,-7.1686772291521,4.31324815551295,-8.03172488694417,1.79902029016641e-08,4.86868194823925e-06,9.56832348333887,DOWN
IGJ,-8.52641927665571,4.3869166172941,-8.0213978016494,1.84263391789453e-08,4.91324805203904e-06,9.54501705395354,DOWN
M6PR,-6.9426261492809,3.27683393612965,-8.01528067066022,1.86897737497881e-08,4.91324805203904e-06,9.53120465846835,DOWN
ANG,-4.16568603138224,1.48832408205182,-8.01212264402153,1.88272814365804e-08,4.91324805203904e-06,9.52407181258723,DOWN
CXCL10,-5.40784505561288,1.91671259822251,-7.92690381220083,2.29568085430038e-08,5.92042588319042e-06,9.33106273029602,DOWN
SLC39A11,-4.8137577446188,2.16498569949597,-7.86605240416277,2.64644838677589e-08,6.7456738472691e-06,9.19261831665907,DOWN
OCIAD2,-6.86286274350236,4.55754331354997,-7.82798495515812,2.89335472692104e-08,7.29025620331449e-06,9.10574673508659,DOWN
RNASET2,-4.20366635590176,1.91995236617095,-7.81896336020696,2.95525088581132e-08,7.36159712134885e-06,9.08512940814029,DOWN
ACSL5,-5.51071452385002,2.67632518886926,-7.78159465788316,3.22642097695249e-08,7.94678362199725e-06,8.9996088011249,DOWN
CNPY3,-4.67953615376565,2.0812108658255,-7.77563841414585,3.27194074059607e-08,7.96935699717849e-06,8.98595961075941,DOWN
MAP7,-3.15161414561046,1.26363921962367,-7.73950648502582,3.5625252848938e-08,8.58177107364362e-06,8.9030549166345,DOWN
CEACAM7,-5.05035653797073,1.78876485030578,-7.73465737767152,3.60348593345952e-08,8.58608860297458e-06,8.89191485920667,DOWN
UCP2,-5.40104199080187,2.12641115930162,-7.7151637085357,3.77307421627631e-08,8.89350106397774e-06,8.84709837626433,DOWN
PHB,-7.39145104924303,4.45888614402551,-7.66822736836827,4.21573131827097e-08,9.7690054428901e-06,8.73897493953819,DOWN
EZR,-5.79297120106749,3.22743944651912,-7.66643652426376,4.23363677329757e-08,9.7690054428901e-06,8.73484349774779,DOWN
IGLL1,-1.96979471787748,0.81624767734562,-7.6058986243098,4.88699956340937e-08,1.11591580655726e-05,8.5949243058991,DOWN
OAS1,-6.03090522344156,2.61586098896321,-7.59960217273132,4.96063036224393e-08,1.12105132134793e-05,8.58034265488611,DOWN
GHITM,-5.55028153528798,3.03489451527699,-7.57318071170049,5.2821894680731e-08,1.1815395441799e-05,8.51909531221908,DOWN
ST14,-3.48681305082441,1.29711485866364,-7.55668777515791,5.49364897929147e-08,1.21642706338433e-05,8.48081484142351,DOWN
LGALS4,-7.30106208065136,5.05225000955913,-7.54342828348911,5.6699189071226e-08,1.23494311697223e-05,8.45001236986066,DOWN
AARS,-4.60229237495911,1.99099192240593,-7.54194870997799,5.68994365285322e-08,1.23494311697223e-05,8.44657376025556,DOWN
SLC44A4,-4.69398990738937,2.54709855811585,-7.52634032245668,5.90564829962112e-08,1.26919329780387e-05,8.41028086864749,DOWN
TMEM176A,-4.48817621483888,1.5958208098707,-7.50519052604438,6.21135078269462e-08,1.3219322379364e-05,8.36105017300755,DOWN
BSG,-5.4398191943573,4.39122056124642,-7.48083700993236,6.58348195888147e-08,1.3876587309677e-05,8.3042869978372,DOWN
TMPRSS4,-5.78416151282857,3.99686871270345,-7.4305690064243,7.42538630905324e-08,1.55020850743577e-05,8.18686891170145,DOWN
ACOT7,-5.21658339416005,2.1734842692875,-7.41918291299605,7.6309153409768e-08,1.57808769046748e-05,8.16022553116852,DOWN
EGR1,-3.72129540911373,1.58127736077218,-7.40989440907498,7.80288303014118e-08,1.59857008321238e-05,8.1384776003859,DOWN
JUP,-4.81703249734403,2.86434799035628,-7.31599505319705,9.78057726917886e-08,1.97962422868207e-05,7.91797583206161,DOWN
DHCR24,-3.32898191971817,1.44688765681085,-7.31333689757591,9.84348528471992e-08,1.97962422868207e-05,7.91171666865864,DOWN
DNAJC5,-2.7493287869458,1.13958829973276,-7.30929133652334,9.94002212429551e-08,1.98086568169711e-05,7.90218878317381,DOWN
DERA,-4.10671806551534,1.85443504260091,-7.29992714063699,1.01672026848697e-07,2.00788513563089e-05,7.88012642729039,DOWN
TMEM54,-5.48213538354701,2.27858986912916,-7.27947835971848,1.06819245709364e-07,2.09070061178122e-05,7.83190813708571,DOWN
ARFGAP2,-4.79504424272547,2.43260915139638,-7.27432605217821,1.08157638806712e-07,2.0981624781256e-05,7.81975027769599,DOWN
HLA-H,-3.02317133883609,1.42634235127002,-7.2393356296427,1.17711897242547e-07,2.26347587671393e-05,7.73709125930995,DOWN
SERINC2,-4.00662750032883,1.46883938269266,-7.21751372462223,1.24102816031872e-07,2.36561550455189e-05,7.68545935741433,DOWN
ALDOA,-6.27550563205315,9.11736409774287,-7.20841814617926,1.26870240334136e-07,2.39751942962465e-05,7.66392030660911,DOWN
TPM1,-4.9821009332759,4.23086353695706,-7.14780170615124,1.4699636048974e-07,2.75410873358597e-05,7.52010087891449,DOWN
B3GNT3,-3.63840444073606,1.54664462424746,-7.1164577872607,1.58653760143018e-07,2.94732972550432e-05,7.44554736312794,DOWN
SPINT2,-5.90002576702664,4.55764490493432,-7.11238146537039,1.60237679460339e-07,2.95173963987403e-05,7.43584227909534,DOWN
MYD88,-3.86101365382544,1.40104046791839,-7.08415305833883,1.71658505319912e-07,3.13577174593149e-05,7.36857639261101,DOWN
ADAM19,-3.56527197889399,1.39278843426102,-7.07334282148141,1.7624924189565e-07,3.1930244889211e-05,7.34278952973869,DOWN
CDCA7,-4.22108123838238,1.60995955580201,-7.0417588684621,1.90392984651088e-07,3.42098739060369e-05,7.26736353414453,DOWN
IFI30,-6.44131056819564,5.17349961050349,-7.03768279443265,1.92300854918571e-07,3.42717645582926e-05,7.25762018528931,DOWN
HNRNPF,-5.74638239558613,3.40730938355639,-7.02133428057588,2.00151174180252e-07,3.53831765258492e-05,7.21851995736078,DOWN
SARS,-5.29648249742628,2.99694642896671,-7.00622842671046,2.07695374530073e-07,3.62389594511263e-05,7.18236175330996,DOWN
MAPK13,-4.09282223915078,1.50561677643606,-7.00504527181536,2.08298384692391e-07,3.62389594511263e-05,7.17952847400564,DOWN
SNX4,-3.45764681874806,1.47254105410639,-6.93181059487175,2.4932365102198e-07,4.30348327090773e-05,7.00381330992093,DOWN
COL4A1,-3.22487336197696,1.30339456926538,-6.92162405776764,2.55650063431719e-07,4.37820706288025e-05,6.9793193761075,DOWN
NUP54,-4.69735130460693,2.11467790239114,-6.90901814247032,2.63706284130205e-07,4.48116701892885e-05,6.94899017523016,DOWN
MUC13,-4.18146104577676,2.22606989623644,-6.90271334272728,2.67832230754581e-07,4.4992611056165e-05,6.93381378186284,DOWN
STC1,-2.63274834230677,1.02637764391345,-6.90113398325249,2.68876057130497e-07,4.4992611056165e-05,6.93001131052674,DOWN
AIF1,-4.71276729423617,1.67068450300313,-6.89279579153167,2.74456081556525e-07,4.55784224530347e-05,6.90993115956594,DOWN
GBA,-3.78320322405186,1.86371500081527,-6.86210731797059,2.96030441326289e-07,4.86592318573989e-05,6.83595322309276,DOWN
EIF2S1,-6.24804709495459,4.00920560272027,-6.85627690191629,3.00320875318199e-07,4.86592318573989e-05,6.82188533832075,DOWN
RCC1,-3.62907028391799,1.4950050860788,-6.85613694811575,3.00424638814459e-07,4.86592318573989e-05,6.82154760064629,DOWN
REG4,-5.84260667552089,2.05954149903489,-6.85417034872224,3.01886571443194e-07,4.86592318573989e-05,6.81680153405855,DOWN
CLIC1,-7.00081974552284,5.65654676210272,-6.84099839612493,3.11867139702072e-07,4.99010187548111e-05,6.7850010332354,DOWN
TSTA3,-4.65859926473816,2.35006905558651,-6.81341964999325,3.33867688368723e-07,5.30341564980491e-05,6.71835059359485,DOWN
HLA-DQA2,-2.93444598751958,1.0779107340976,-6.73915722726071,4.01314835126254e-07,6.32893705093713e-05,6.53842344137313,DOWN
PCDH1,-3.01989483159663,1.11365172136664,-6.73557717143764,4.04897062308155e-07,6.33982035918361e-05,6.529732871986,DOWN
TOP2A,-4.26735078602931,2.51289391490482,-6.7191644412842,4.21741477308872e-07,6.55673398871474e-05,6.48987164556725,DOWN
COL1A2,-6.42168063137419,4.6911728249632,-6.70636426837388,4.35372630878187e-07,6.70596190516245e-05,6.45876211493244,DOWN
SLC25A5,-4.91606983143297,7.53903382633916,-6.70247225259748,4.39605661478289e-07,6.70596190516245e-05,6.44929914490281,DOWN
SLC35C2,-4.68507259792866,2.32383927668918,-6.70163882774997,4.4051754680142e-07,6.70596190516245e-05,6.44727254117663,DOWN
KRT8,-6.58735022167822,6.60945210099276,-6.69536660695546,4.47442355311581e-07,6.73963984128877e-05,6.43201803658759,DOWN
UBE2C,-5.66442268395622,2.72525169997917,-6.69296784407838,4.50119917548976e-07,6.73963984128877e-05,6.42618284990704,DOWN
CTSB,-4.4539696411142,8.02010447202086,-6.69133363724634,4.51953403890995e-07,6.73963984128877e-05,6.42220712267772,DOWN
ACTL6A,-6.38346441689876,3.24795254927436,-6.6797949331323,4.65117514729643e-07,6.88908178404629e-05,6.39412667973661,DOWN
FAM3D,-4.69624577274484,1.69047771929771,-6.66765430682673,4.79390399167379e-07,7.02327716150064e-05,6.36456465150685,DOWN
PPFIBP2,-5.3247240048802,2.2541643300348,-6.66665446393568,4.80585545470141e-07,7.02327716150064e-05,6.3621293027944,DOWN
ARF5,-5.0873217964164,2.72988589071464,-6.64103577146716,5.12265713953225e-07,7.43667332156864e-05,6.29968954441995,DOWN
MCM7,-5.27926573981553,3.39463937357703,-6.63607188862756,5.18645913795722e-07,7.47976123441844e-05,6.28758243718226,DOWN
TFF3,-7.7852212487827,5.09690020917648,-6.61187465862517,5.5092550098475e-07,7.89335810920699e-05,6.2285239003298,DOWN
COMMD3,-5.83684443743953,2.77518815312828,-6.56276743170758,6.22869566158402e-07,8.86618425958334e-05,6.10846201965872,DOWN
USH1C,-4.28018128948254,1.53712735853023,-6.55982288128497,6.27475892582085e-07,8.8741284137367e-05,6.10125424538781,DOWN
DBNDD2,-4.84366804949687,2.55403985440143,-6.55275189408407,6.38679558531714e-07,8.95813166340065e-05,6.08394165485631,DOWN
ATP5G3,-5.52645107624695,4.47238274855532,-6.55093646189436,6.41588737354091e-07,8.95813166340065e-05,6.07949584917666,DOWN
LYZ,-5.15393787641492,3.30103853486013,-6.5435460605263,6.53571527780695e-07,9.03578260131168e-05,6.06139370973372,DOWN
SPP1,-6.07200727466887,2.28189540990222,-6.54243407512728,6.55394112316298e-07,9.03578260131168e-05,6.05866947012931,DOWN
KPNA2,-5.20959797819623,3.63315071382456,-6.52800496099509,6.79518429503016e-07,9.30982718320976e-05,6.02330724289365,DOWN
ABCF3,-4.41701223331872,1.87414453140727,-6.50249688003725,7.24399492347519e-07,9.86308153524843e-05,5.96073658612515,DOWN
ADAMDEC1,-3.48493605867185,1.4661532255237,-6.49336940122091,7.41182235207528e-07,0.000100292936901137,5.93832965380748,DOWN
MT1E,-5.33834125946749,2.23750965443123,-6.47810633333962,7.70135415525291e-07,0.000103571401495275,5.90084009312985,DOWN
FZD5,-2.0620490422826,0.806114617528656,-6.46275833104444,8.00410752102975e-07,0.000106986610346642,5.8631162282294,DOWN
STXBP2,-3.5406132259471,1.64201146948116,-6.45304538024285,8.2019328183277e-07,0.000108966405642765,5.83922951587076,DOWN
MAL2,-4.01709539144714,2.10554241226154,-6.41217139175085,9.0904496309998e-07,0.000118867242565792,5.73859797715272,DOWN
STEAP1,-3.36989895779338,1.26685103565983,-6.4119568803753,9.09536221339316e-07,0.000118867242565792,5.73806937858128,DOWN
ACTG2,-4.9746932746647,3.10707549857475,-6.41122297023255,9.11219011290272e-07,0.000118867242565792,5.73626084130476,DOWN
LAMB3,-3.26408942655784,1.42022763042483,-6.40896887032965,9.16407280398653e-07,0.000118867242565792,5.73070581886977,DOWN
ERLEC1,-3.83446548854791,2.31950335870852,-6.40297755061465,9.30344034994442e-07,0.000119965127006548,5.71593812957427,DOWN
TRIM31,-3.37722926885117,1.47858596254622,-6.39427727714902,9.50966948654336e-07,0.000121907289365215,5.69448648862956,DOWN
TREX1,-4.89651129143646,2.31884285036907,-6.38223713110421,9.80275821328899e-07,0.000124933873717156,5.66478673643523,DOWN
FTL,-5.69976538912829,10.9491355715054,-6.34064641100541,1.08877340350393e-06,0.000137959547850923,5.56207661571927,DOWN
HSPA5,-4.90219828812641,3.56781799678987,-6.33106477321644,1.11545352037499e-06,0.000140527911610001,5.53838880102728,DOWN
C15orf48,-6.58789505720598,3.63967231994593,-6.32868524423515,1.122181722912e-06,0.000140567688845451,5.53250463576582,DOWN
STX12,-3.35425672051099,1.52096193643992,-6.3232013865524,1.13784502013011e-06,0.00014171989026291,5.51894177655182,DOWN
FBXL6,-2.3785543815242,0.95951302041968,-6.31753955157831,1.15424987040993e-06,0.000142950911916702,5.50493548979944,DOWN
CCL21,-4.31850046443474,1.69504989277891,-6.31260872819969,1.16873238482548e-06,0.00014393136296494,5.4927349023252,DOWN
BCL10,-3.01251672806248,2.156775059237,-6.30366352012407,1.19547881134999e-06,0.000145775760378549,5.47059496176009,DOWN
CBR1,-4.76916102483769,2.38597459800104,-6.30315788497285,1.19700911765607e-06,0.000145775760378549,5.46934323942487,DOWN
PLEK2,-4.75304787488886,1.71357559778851,-6.28908402915495,1.24041195454918e-06,0.000150226908594876,5.43449233220901,DOWN
THOC6,-3.44189314898244,1.40765235226583,-6.28094881980598,1.26622630850133e-06,0.000152510697300317,5.41433804728365,DOWN
CAMK2N1,-2.75677828281705,1.12592829753281,-6.27053932393481,1.30005521056945e-06,0.000154898551042399,5.38853966060404,DOWN
FABP5,-5.19993783044863,2.85954555119465,-6.27050022317287,1.30018399670642e-06,0.000154898551042399,5.38844273460288,DOWN
BCYRN1,3.60173113500329,4.22135422426716,6.26316832253359,1.32456360048697e-06,0.000156670847459106,5.37026513555094,UP
CASP3,-2.94030317647012,1.15792518578215,-6.26174367053388,1.3293543920165e-06,0.000156670847459106,5.36673244420934,DOWN
HDAC1,-5.13932016910778,2.72777367563271,-6.2547916270681,1.35298634501813e-06,0.000158603281653168,5.34949063614428,DOWN
LYPLA2,-4.44386184683104,2.18561190179252,-6.24861541937296,1.37433883415398e-06,0.000160249370124943,5.33416893408888,DOWN
PSMA5,-5.71071002583757,3.61908630391358,-6.24551501477955,1.38518633121181e-06,0.000160659627335947,5.32647613508469,DOWN
SERPINA1,-5.94211620017287,2.81946598930442,-6.23716651250455,1.41482993747458e-06,0.000163234142417791,5.30575688057896,DOWN
ITLN1,-3.86423314010048,1.46565326338095,-6.2278045954623,1.44883927778092e-06,0.000165456640758741,5.28251433033326,DOWN
CD68,-6.05587529687563,3.68819554868831,-6.22770945272405,1.4491891348788e-06,0.000165456640758741,5.28227807788614,DOWN
MEA1,-5.32015518793103,3.70915871476097,-6.22283160527238,1.46724130541e-06,0.000166158332474804,5.27016451968277,DOWN
CCL13,-3.7076234671383,1.37070477962504,-6.22160052010824,1.47183334839707e-06,0.000166158332474804,5.26710689489859,DOWN
RIN2,-3.12520837075871,1.67470838554757,-6.21993351753175,1.47807466961301e-06,0.000166158332474804,5.26296635215456,DOWN
UBE2L6,-6.09412342917588,3.77746082260311,-6.21236098216328,1.50676666455595e-06,0.000168519551294545,5.24415406575262,DOWN
FCGR3A,-3.78381359995864,1.4054044074915,-6.20165580548625,1.54829598825397e-06,0.000171557666769849,5.21754985526604,DOWN
RANGAP1,-3.43840930817093,1.74930428679897,-6.19947239504612,1.55690794410149e-06,0.000171557666769849,5.21212233182318,DOWN
STOML2,-5.01212497416655,2.9046635961828,-6.19934558901676,1.55740959295652e-06,0.000171557666769849,5.21180710304155,DOWN
APRT,-6.21919112064091,4.14068650558063,-6.19410422300196,1.57828884675563e-06,0.000172988349048651,5.19877615505809,DOWN
MRPS23,-4.59377476395117,2.39557167668877,-6.18928475842399,1.59773821369573e-06,0.000174248852648877,5.18679177560515,DOWN
CCL14,7.44869893400242,6.19094369102055,6.1754552826792,1.65491024222711e-06,0.000179590531781488,5.15239008406291,UP
AAMP,-5.75808549289291,2.92683477351132,-6.16670737926978,1.69214291145003e-06,0.000182319834819069,5.13061962596517,DOWN
IL32,-5.35691746574668,4.5947551806778,-6.16373641410088,1.70498041461657e-06,0.000182319834819069,5.1232242704975,DOWN
TSTD1,-4.64195737344496,2.06023783825753,-6.16372915250966,1.70501191268232e-06,0.000182319834819069,5.12320619384045,DOWN
MRPL13,-5.47865870357227,3.76762064107055,-6.15411980823836,1.74721561614227e-06,0.000185925793793469,5.09928074690359,DOWN
LAD1,-4.14799590561516,1.4824273734628,-6.14197640095601,1.80206945906623e-06,0.000190836544020246,5.06903341618574,DOWN
PLAUR,-5.72078197447653,4.00264099834038,-6.13424248498353,1.83791290014796e-06,0.000192840971055817,5.04976217536166,DOWN
PARM1,-3.02025336246158,1.27238560890684,-6.13409755775631,1.83859143974571e-06,0.000192840971055817,5.04940099438689,DOWN
LGALS9,-5.63836223937324,3.07386547340202,-6.13030157078222,1.85645482922458e-06,0.000193787363387772,5.03994010720433,DOWN
SGPL1,-3.05503987564942,1.88816649806824,-6.11953832259495,1.90806897200921e-06,0.000198231184528028,5.01310709808199,DOWN
PNRC2,-5.93210289917946,3.30498524729437,-6.09593208157121,2.02643009912127e-06,0.000209534783975648,4.95421847379504,DOWN
TK1,-5.5452893435969,2.65055375483239,-6.09082536448553,2.05300016370664e-06,0.000211285523890203,4.94147237599815,DOWN
CDC42SE1,-2.73706575193421,1.74412666080603,-6.07893542776773,2.11624107005982e-06,0.000216776264003651,4.9117864526766,DOWN
MTMR11,-3.61722648371556,1.32594339564708,-6.07620382545823,2.13104714991266e-06,0.000217277602666211,4.90496456375834,DOWN
EHF,-4.24361232900442,2.14049974734345,-6.0560511767486,2.24357841923201e-06,0.000227156350896468,4.85461452352269,DOWN
MMP12,-4.54925763844938,1.63091967987188,-6.05516509078451,2.24866238513451e-06,0.000227156350896468,4.85239985533626,DOWN
SDHC,-5.55546161905835,3.74809032765507,-6.03365456451444,2.37573088692236e-06,0.000238891728312959,4.79861523836244,DOWN
PPAP2C,-4.63742057719902,1.93909950301396,-6.02735765724185,2.41428902173519e-06,0.000240754397980033,4.78286274422659,DOWN
HKDC1,-2.01878028236608,0.806635405941293,-6.02704493161325,2.41622040762772e-06,0.000240754397980033,4.78208033079816,DOWN
EPB41L4A,3.58122802634118,2.80033548847062,6.0014878022258,2.57947601318547e-06,0.000255858342466238,4.71810945177685,UP
SAA1,-4.02698832737231,1.56207249578032,-5.99743791126325,2.60635434786e-06,0.000257359881348824,4.70796711562299,DOWN
PLBD1,-4.0208803498999,2.33840373735738,-5.99355193724986,2.6324117555731e-06,0.000258767256026538,4.69823394648442,DOWN
AREG,-2.15835580834596,0.852245886243148,-5.98752882410392,2.67332276047969e-06,0.000261615661752122,4.68314531958113,DOWN
ACTB,-4.7994727346271,11.8281138367638,-5.98466731400948,2.69298438346089e-06,0.000262310139188498,4.67597579394083,DOWN
MT1X,-4.80210451096276,2.08686322999856,-5.9830226002989,2.70435160150543e-06,0.000262310139188498,4.67185463778666,DOWN
SQSTM1,-4.39527934577152,4.52950777401483,-5.97834258787802,2.73696373448256e-06,0.000264303885566486,4.66012666771273,DOWN
CD44,-5.27586089366213,2.95910181486136,-5.96891360612637,2.80388454432775e-06,0.000269578741650038,4.63649222891808,DOWN
DNAJB1,-5.12303706050067,3.04257256882515,-5.96402193838739,2.83925349514758e-06,0.00027178723086083,4.62422791654006,DOWN
C1orf54,-2.54535294208119,0.967083436763782,-5.95918283054433,2.87468744115192e-06,0.000273982710423875,4.61209338284652,DOWN
MDH2,-6.11768693179488,4.74837346119634,-5.95293165773278,2.92112554484948e-06,0.000277203433197599,4.59641502684816,DOWN
LRCH3,3.46225472296387,4.19163633080942,5.94123342976724,3.0100812164488e-06,0.000284413751490406,4.56706626072398,UP
CD164,-4.74025214205763,4.16512634180457,-5.93378545271737,3.06814273253086e-06,0.000288655608754545,4.54837465071258,DOWN
SPINT1,-4.01937469414841,1.43955363630721,-5.92969510973789,3.10051094970397e-06,0.000290454275762653,4.5381074708276,DOWN
S100P,-6.16084543232465,3.95134261383081,-5.91363433743492,3.23098787045804e-06,0.000301389298333237,4.4977799093908,DOWN
C1S,-5.3057312024968,3.95959624336809,-5.8900633647268,3.43262408932281e-06,0.000317617334556194,4.43855650873766,DOWN
MEST,-4.64817469436644,2.19554945722771,-5.88991465611635,3.43393587381132e-06,0.000317617334556194,4.43818272706073,DOWN
CTSH,-4.48132957515424,1.8978571451396,-5.8868323423146,3.46124014408573e-06,0.000318227701311672,4.43043487697779,DOWN
SLC37A4,-3.46757981258936,1.4388903771487,-5.8858970262152,3.46956893451438e-06,0.000318227701311672,4.42808367103116,DOWN
ZWINT,-4.32406433025986,2.11776090334458,-5.8822979428131,3.50180782076722e-06,0.000319846371829326,4.41903560829423,DOWN
MYC,-4.75917685533463,2.8480481618922,-5.8771207953685,3.54871524724705e-06,0.00032278583790416,4.40601848839404,DOWN
VTA1,-3.71326214803097,1.85219890422064,-5.87358704552879,3.58109771542685e-06,0.000324385301735009,4.39713220406909,DOWN
HLA-DMA,-4.12279436895278,2.04843203338704,-5.86041850804084,3.70442978879268e-06,0.000334176153909977,4.36400869122103,DOWN
SPARC,-6.63893925441373,7.27052523100008,-5.85872792109017,3.7205718389123e-06,0.000334256783937691,4.35975527715354,DOWN
HBA2,-3.56201009583313,1.55252532216928,-5.85208493875509,3.78469327685214e-06,0.000338629638048473,4.34303976306535,DOWN
AP1M2,-5.26015376751766,2.85977301633901,-5.83040768025367,4.00182344769828e-06,0.000356159989369639,4.28847008382001,DOWN
HERPUD1,-4.30942897855185,2.89066590487888,-5.82931309542517,4.01311607017475e-06,0.000356159989369639,4.2857136452917,DOWN
GALNT3,-2.79876201823908,1.24183397643982,-5.82390444636078,4.06939149899762e-06,0.000359698109070673,4.27209196398717,DOWN
GDF15,-3.93802904309771,1.42572557931852,-5.81149388064171,4.20155911816158e-06,0.000369889065980803,4.24082751726837,DOWN
